,urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
42,18446623760012383552,C,1,1,8,47,1,45,0,1726658904,956169,0,6,6,0,"(0, 13, 0, 1, 0, 0)"
43,18446623760012383552,S,1,1,8,47,1,45,60,1726658904,956175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
44,18446623760012383552,C,1,1,8,47,1,45,0,1726658904,964167,0,6,6,0,"(0, 10, 0, 0, 0, 0)"
45,18446623760012383552,S,1,1,8,47,1,45,60,1726658904,964174,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
46,18446623760012383552,C,1,1,8,47,1,45,0,1726658904,972174,0,6,6,0,"(0, 7, 0, 0, 0, 0)"
47,18446623760012383552,S,1,1,8,47,1,45,60,1726658904,972185,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
48,18446623760012383552,C,1,1,8,47,1,45,0,1726658904,980171,0,6,6,0,"(0, 5, 0, 0, 0, 0)"
49,18446623760012383552,S,1,1,8,47,1,45,60,1726658904,980181,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
50,18446623760012383552,C,1,1,8,47,1,45,0,1726658904,988241,0,6,6,0,"(0, 2, 0, 0, 0, 0)"
51,18446623760012383552,S,1,1,8,47,1,45,60,1726658904,988246,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
52,18446623760012383552,C,1,1,8,47,1,45,0,1726658904,996172,0,6,6,0,"(0, 1, 0, 1, 0, 0)"
53,18446623760012383552,S,1,1,8,47,1,45,60,1726658904,996178,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
54,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,4167,0,6,6,0,"(0, 1, 0, 1, 0, 0)"
55,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,4172,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
56,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,12169,0,6,6,0,"(0, 0, 0, 0, 0, 0)"
57,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,12174,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
58,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,20170,0,6,6,0,"(0, 0, 0, 0, 0, 0)"
59,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,20173,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
60,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,28174,0,6,6,0,"(0, 255, 255, 0, 0, 0)"
61,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,28184,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
62,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,36170,0,6,6,0,"(0, 252, 255, 1, 0, 0)"
63,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,36174,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
64,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,44169,0,6,6,0,"(0, 249, 255, 2, 0, 0)"
65,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,44177,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
66,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,52167,0,6,6,0,"(0, 244, 255, 1, 0, 0)"
67,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,52170,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
68,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,60170,0,6,6,0,"(0, 239, 255, 1, 0, 0)"
69,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,60177,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
70,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,68167,0,6,6,0,"(0, 236, 255, 0, 0, 0)"
71,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,68171,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
72,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,76139,0,6,6,0,"(0, 233, 255, 0, 0, 0)"
73,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,76146,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
74,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,84170,0,6,6,0,"(0, 231, 255, 0, 0, 0)"
75,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,84174,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
76,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,92167,0,6,6,0,"(0, 230, 255, 0, 0, 0)"
77,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,92175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
78,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,100171,0,6,6,0,"(0, 229, 255, 0, 0, 0)"
79,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,100175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
80,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,108139,0,6,6,0,"(0, 229, 255, 0, 0, 0)"
81,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,108149,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
82,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,116170,0,6,6,0,"(0, 229, 255, 0, 0, 0)"
83,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,116175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
84,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,124139,0,6,6,0,"(0, 229, 255, 0, 0, 0)"
85,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,124149,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
86,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,132166,0,6,6,0,"(0, 229, 255, 0, 0, 0)"
87,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,132172,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
88,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,140189,0,6,6,0,"(0, 229, 255, 0, 0, 0)"
89,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,140196,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
90,18446623760012383552,C,1,1,8,47,1,45,0,1726658905,148170,0,6,6,0,"(0, 229, 255, 0, 0, 0)"
91,18446623760012383552,S,1,1,8,47,1,45,60,1726658905,148175,4294967181,6,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
