urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data,,,,,,,
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,260884,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,260895,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,364892,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,364904,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,460892,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,460905,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,564894,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,564906,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,660887,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,660899,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,764894,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,764907,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,860893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,860905,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662121,964890,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662121,964902,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,60892,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,60904,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,164793,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,164805,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,268872,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,268884,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,364883,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,364911,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,468864,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,468875,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,564893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,564922,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,668631,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,668640,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,764633,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,764645,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,868635,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,868646,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662122,964643,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662122,964647,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,68645,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,68650,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,164665,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,164678,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,268798,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,268814,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,364804,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,364819,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,468770,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,468785,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,564878,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,564894,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,668891,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,668907,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,764724,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,764735,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,868629,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,868635,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662123,964665,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662123,964674,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,68664,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,68674,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,164809,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,164821,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,268876,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,268888,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,364888,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,364900,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,468651,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,468655,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,564728,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,564739,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,668726,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,668737,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,764722,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,764733,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,868893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,868910,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662124,964891,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662124,964906,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,68891,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,68907,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,164806,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,164822,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,268880,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,268896,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,364881,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,364897,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,468736,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,468748,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,564894,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,564910,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,668893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,668909,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,772665,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,772676,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,868830,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,868952,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662125,964748,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662125,964870,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,68666,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,68676,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,172800,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,172811,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,268892,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,268904,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,372812,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,372823,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,468893,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662126,468905,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662126,572792,0,4,4,0,(0\, 0\, 0\, 5),,,,
