urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,354653,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,356657,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,356665,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,358655,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,358664,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,360712,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,360719,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,362722,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,362730,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,364712,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,364734,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,366618,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,366623,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,368623,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,368636,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,370642,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,370656,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
