fl_dur,tot_fw_pk,tot_bw_pk,fw_pkt_l_max,fw_pkt_l_min,fw_pkt_l_avg,fw_pkt_l_std,bw_pkt_l_max,bw_pkt_l_min,bw_pkt_l_mean,bw_pkt_l_std,fw_fl_byt_s,bw_fl_byt_s,fw_fl_pkt_s,bw_fl_pkt_s,fw_iat_tot,fw_iat_avg,fw_iat_std,fw_iat_max,fw_iat_min,bw_iat_tot,bw_iat_avg,bw_iat_std,bw_iat_max,bw_iat_min,fw_pkt_s,bw_pkt_s,pkt_size_avg,Label_code,Label_Desc
0.004091024398803711,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,273770.0611923772,30310256.77487033,488.8751092721021,488.8751092721021,8.606910705566406e-05,4.303455352783203e-05,1.567862764605258e-05,5.412101745605469e-05,3.1948089599609375e-05,0.004004955291748047,0.004004955291748047,,0.004004955291748047,0.004004955291748047,492.7229368575624,495.4292463973541,31280.0,0,Benign
0.003991127014160156,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,280622.4898446834,31068918.51851852,501.1115890083632,501.1115890083632,0.00011110305786132812,5.555152893066406e-05,2.0230487285229133e-06,5.698204040527344e-05,5.412101745605469e-05,0.003880023956298828,0.003880023956298828,,0.003880023956298828,0.003880023956298828,508.3696745651779,508.0002422333919,31280.0,0,Benign
0.004082918167114258,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,274313.60467153287,30370434.80291971,489.84572262773725,489.84572262773725,9.179115295410156e-05,4.589557647705078e-05,1.7027326798401187e-05,5.793571472167969e-05,3.3855438232421875e-05,0.003991127014160156,0.003991127014160156,,0.003991127014160156,0.003991127014160156,493.94147088264737,496.89657623504326,31280.0,0,Benign
0.00406193733215332,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,275730.4971532547,30527305.04196748,492.3758877736691,492.3758877736691,0.00011587142944335938,5.793571472167969e-05,0.0,5.793571472167969e-05,5.793571472167969e-05,0.003946065902709961,0.003946065902709961,,0.003946065902709961,0.003946065902709961,499.5002977253781,499.5002977253781,31280.0,0,Benign
0.004081010818481445,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,274441.81106502307,30384629.082198985,490.0746626161126,490.0746626161126,0.00011181831359863281,5.5909156799316406e-05,4.214684851089403e-06,5.888938903808594e-05,5.2928924560546875e-05,0.0039691925048828125,0.0039691925048828125,,0.0039691925048828125,0.0039691925048828125,497.2500296384114,496.51423498076355,31280.0,0,Benign
0.004119157791137695,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,271900.24194015167,30103241.07194536,485.5361463216994,485.5361463216994,0.00011110305786132812,5.555152893066406e-05,6.743495761743046e-07,5.602836608886719e-05,5.507469177246094e-05,0.004008054733276367,0.004008054733276367,,0.004008054733276367,0.004008054733276367,492.2314282361225,492.11592162384136,31280.0,0,Benign
0.004045009613037109,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,276884.38524107035,30655056.93740422,494.4364022161971,494.4364022161971,7.295608520507812e-05,3.647804260253906e-05,1.348699152348609e-05,4.601478576660156e-05,2.6941299438476562e-05,0.003972053527832031,0.003972053527832031,,0.003972053527832031,0.003972053527832031,497.75161692280307,500.12567817325464,31280.0,0,Benign
0.004108905792236328,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,272578.6515028432,30178350.7021005,486.7475919693629,486.7475919693629,9.012222290039062e-05,4.506111145019531e-05,0.0,4.506111145019531e-05,4.506111145019531e-05,0.0040187835693359375,0.0040187835693359375,,0.0040187835693359375,0.0040187835693359375,492.1447931944852,492.1447931944852,31280.0,0,Benign
0.00403904914855957,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,277292.9862463845,30700294.905849714,495.1660468685438,495.1660468685438,9.012222290039062e-05,4.506111145019531e-05,1.3486991523486091e-06,4.601478576660156e-05,4.410743713378906e-05,0.00394892692565918,0.00394892692565918,,0.00394892692565918,0.00394892692565918,500.8722235490805,500.63308665552637,31280.0,0,Benign
0.00404810905456543,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,276672.3882443018,30631585.84133341,494.0578361505389,494.0578361505389,9.107589721679688e-05,4.553794860839844e-05,6.743495761743046e-07,4.601478576660156e-05,4.506111145019531e-05,0.003957033157348633,0.003957033157348633,,0.003957033157348633,0.003957033157348633,499.7383533897295,499.6192972007147,31280.0,0,Benign
0.004029989242553711,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,277916.3746080577,30769312.903034963,496.27924037153167,496.27924037153167,7.390975952148438e-05,3.695487976074219e-05,1.4161341099660394e-05,4.696846008300781e-05,2.6941299438476562e-05,0.0039560794830322266,0.0039560794830322266,,0.0039560794830322266,0.0039560794830322266,502.13144977852266,499.6192972007147,31280.0,0,Benign
0.0040988922119140625,2,2,560,560,560.0,0.0,62000,62000,62000.0,0.0,273244.5602605863,30252076.314564914,487.936714751047,487.936714751047,4.601478576660156e-05,2.300739288330078e-05,2.865985698740794e-06,2.5033950805664062e-05,2.09808349609375e-05,0.004052877426147461,0.004052877426147461,,0.004052877426147461,0.004052877426147461,490.9350968572599,490.4471468662301,31280.0,0,Benign
